Dates,ACC US Equity,AHH US Equity,AMH US Equity,ARE US Equity,BHR US Equity,CCI US Equity,CPT US Equity,DEA US Equity,DLR US Equity,EQIX US Equity,FPI US Equity,HASI US Equity,HST US Equity,HTA US Equity,IIPR US Equity,IRM US Equity,KRC US Equity,KREF US Equity,LAND US Equity,LSI US Equity,MPW US Equity,NLCP US Equity,NNN US Equity,PSA US Equity,PW US Equity,SAFE US Equity,SBAC US Equity,SPG US Equity,STWD US Equity
2020-06-26,34.70,9.57,26.96,161.83,2.60,161.33,88.69,22.77,140.59,686.54,6.90,27.20,10.74,26.14,89.26,24.67,58.41,17.27,15.31,61.03,18.26,#N/A N/A,34.54,189.28,28.36,54.94,294.19,61.90,15.14
2020-07-03,36.06,10.08,27.54,165.04,2.79,170.72,93.57,23.42,148.59,718.41,6.78,28.38,10.95,26.66,92.79,26.16,59.61,15.95,15.64,65.60,19.03,#N/A N/A,37.00,199.36,26.85,56.97,300.58,68.81,14.50
2020-07-10,32.49,9.44,26.56,160.81,2.42,171.50,89.37,22.88,147.39,716.59,6.82,29.86,10.84,25.70,90.78,26.74,57.88,15.44,15.77,64.25,17.73,#N/A N/A,33.44,194.43,24.75,52.77,304.42,63.98,13.79
2020-07-17,34.18,9.64,27.74,166.75,2.66,168.96,90.71,22.70,143.75,724.23,7.15,33.37,11.01,26.68,93.95,27.27,57.72,16.29,16.09,63.85,18.77,#N/A N/A,35.48,192.30,25.53,52.56,297.64,62.40,14.69
2020-07-24,34.38,9.33,27.27,168.55,2.37,166.70,89.53,22.98,146.99,737.39,6.97,33.56,10.50,26.68,93.06,27.24,56.49,16.47,15.89,62.26,18.92,#N/A N/A,34.40,185.36,24.06,48.70,298.68,60.57,14.47
2020-07-31,35.64,9.64,29.00,177.55,2.44,166.70,90.81,24.45,160.54,785.48,6.91,35.03,10.78,27.61,104.23,28.19,58.27,16.65,16.08,65.42,20.13,#N/A N/A,35.45,199.88,24.55,50.43,311.54,62.35,14.95
2020-08-07,34.87,10.37,29.22,175.65,2.86,168.19,88.90,25.56,158.61,791.70,6.95,38.26,11.50,26.83,114.63,29.45,58.55,17.40,16.50,68.10,19.87,#N/A N/A,36.37,199.25,22.10,51.07,311.28,62.19,15.68
2020-08-14,33.89,10.45,28.10,170.22,2.63,164.63,88.18,23.77,153.32,762.01,6.80,38.61,11.25,25.70,119.91,29.74,58.13,17.89,15.80,68.02,19.18,#N/A N/A,35.80,200.24,22.59,53.69,303.17,68.18,16.25
2020-08-21,32.53,9.90,28.69,170.69,2.25,163.17,87.66,24.60,154.56,782.17,6.87,41.23,10.60,25.74,120.84,30.21,56.92,17.46,15.46,68.23,18.38,#N/A N/A,34.98,206.55,20.54,51.45,305.44,64.52,15.36
2020-08-28,34.25,10.32,28.69,169.71,2.52,163.79,91.08,24.23,154.29,787.02,6.79,42.40,11.69,26.15,125.21,30.34,59.90,18.19,15.58,70.45,18.57,#N/A N/A,36.52,213.44,18.63,55.18,306.19,69.84,16.01
2020-09-04,35.82,10.20,28.65,166.43,2.50,160.59,93.19,23.73,145.18,752.18,6.60,40.40,11.94,26.58,117.72,30.16,57.90,18.45,15.30,71.80,18.40,#N/A N/A,37.45,212.14,18.89,58.43,300.29,70.24,15.63
2020-09-11,34.59,9.71,28.70,158.36,2.54,158.59,89.70,23.47,145.60,747.79,6.50,40.23,11.13,26.06,121.62,29.82,55.02,18.00,15.01,72.44,18.21,#N/A N/A,37.06,220.59,16.71,58.31,304.57,64.15,15.34
2020-09-18,36.32,9.75,28.51,159.35,2.69,159.68,88.97,22.50,144.88,752.07,6.65,39.16,11.15,25.11,124.79,28.33,54.15,17.90,15.36,71.51,17.01,#N/A N/A,37.03,221.01,18.58,57.09,308.70,69.83,16.09
2020-09-25,33.89,9.10,27.69,158.50,2.46,161.71,90.34,22.63,142.02,751.32,6.55,39.55,10.64,25.51,123.36,26.53,52.17,16.70,14.90,70.24,17.14,#N/A N/A,34.21,218.47,18.14,57.13,314.02,63.58,15.29
2020-10-02,37.76,9.57,29.50,164.71,2.55,168.62,94.84,22.83,149.35,778.00,6.84,43.18,11.29,26.80,125.31,27.34,53.92,16.90,15.50,74.17,18.56,#N/A N/A,36.69,230.59,18.91,64.93,318.12,68.20,15.53
2020-10-09,37.07,9.26,29.90,165.15,2.52,167.36,96.32,22.64,158.34,829.35,6.64,45.82,11.58,26.09,131.22,28.25,53.94,17.28,14.41,75.79,18.59,#N/A N/A,35.98,234.01,18.10,64.46,314.63,67.72,15.63
2020-10-16,36.42,8.88,29.11,162.06,2.37,166.90,92.18,22.21,157.70,817.69,6.63,45.54,10.95,25.48,129.51,27.51,51.02,17.25,14.25,77.56,18.05,#N/A N/A,34.19,233.00,18.91,65.54,310.25,64.82,15.32
2020-10-23,37.76,8.96,29.96,160.54,2.39,158.47,92.39,22.17,152.60,777.03,6.77,44.32,11.64,25.58,124.00,27.85,50.21,16.78,14.42,77.56,18.30,#N/A N/A,35.20,235.72,18.34,71.00,302.11,66.88,15.18
2020-10-30,37.46,9.01,28.27,151.52,2.42,156.20,92.24,20.90,144.30,731.24,6.44,41.85,10.48,24.30,116.63,26.06,47.08,16.71,13.87,76.10,17.82,#N/A N/A,32.01,229.07,22.22,68.82,290.37,62.81,13.97
2020-11-06,39.06,8.72,30.57,157.12,2.47,164.07,95.60,21.43,146.68,794.39,6.62,47.21,10.49,26.48,152.38,26.81,48.56,16.25,13.86,76.23,18.79,#N/A N/A,33.26,231.33,24.30,67.47,306.62,61.86,14.27
2020-11-13,40.70,10.38,30.28,164.37,3.34,168.01,100.31,21.82,144.65,760.81,7.71,49.75,13.25,28.18,152.46,25.49,60.58,17.77,14.27,77.74,19.40,#N/A N/A,39.76,234.05,23.38,66.50,304.00,74.70,16.65
2020-11-20,40.50,10.68,28.60,164.14,3.86,166.97,99.70,21.86,142.70,728.12,8.21,52.26,14.15,26.63,151.95,25.69,63.25,18.00,15.03,73.61,19.43,#N/A N/A,39.57,223.64,25.33,67.64,290.10,81.12,17.49
2020-11-27,40.49,10.89,28.53,162.14,4.62,167.17,97.74,21.98,136.73,700.52,8.18,54.62,14.62,26.39,156.79,26.62,63.10,18.44,14.94,72.31,19.57,#N/A N/A,38.39,220.03,23.53,66.77,285.73,85.55,18.53
2020-12-04,42.64,11.35,29.54,170.94,4.57,163.50,100.74,21.71,135.47,708.33,8.24,52.89,15.65,25.84,152.91,29.16,63.68,18.58,14.87,74.20,20.56,#N/A N/A,40.00,224.50,25.62,68.16,286.45,93.91,19.10
2020-12-11,43.00,10.76,29.50,172.58,4.76,157.68,95.96,21.43,130.27,688.86,8.59,56.59,14.51,26.18,161.07,30.38,60.35,18.32,14.79,76.27,20.68,#N/A N/A,39.89,220.06,26.61,68.82,275.62,87.90,18.73
2020-12-18,42.19,10.70,29.13,175.26,4.32,153.81,96.48,21.79,134.02,709.73,8.57,60.63,14.09,27.34,188.54,29.48,56.53,18.25,14.78,77.70,21.08,#N/A N/A,40.43,228.93,29.35,69.88,276.93,85.43,19.40
2020-12-25,43.50,11.12,29.47,174.50,4.14,154.00,98.70,22.19,137.43,705.94,8.55,65.36,14.20,27.47,188.43,29.54,56.63,18.40,14.31,79.61,21.73,#N/A N/A,42.10,228.85,27.57,74.00,275.02,84.37,19.52
2021-01-01,42.77,11.22,30.00,178.22,4.61,159.19,99.92,22.65,139.51,714.18,8.70,63.43,14.63,27.54,183.13,29.48,57.40,17.92,14.64,79.59,21.79,#N/A N/A,40.92,230.93,26.71,72.49,282.13,85.28,19.30
2021-01-08,42.14,11.25,29.70,165.91,4.81,154.06,96.79,22.08,133.60,692.46,9.16,69.89,14.72,26.76,178.44,28.55,55.39,17.84,14.60,78.07,21.07,#N/A N/A,40.09,222.62,40.00,74.27,267.82,86.49,18.80
2021-01-15,43.02,11.37,30.24,168.37,4.98,157.25,100.58,22.74,136.48,707.76,10.28,64.86,14.69,28.59,189.30,30.02,60.46,17.96,15.49,81.94,21.19,#N/A N/A,39.26,224.39,35.43,74.92,269.10,93.00,18.74
2021-01-22,41.70,11.51,31.17,168.84,4.80,158.92,102.55,22.90,140.46,721.16,11.06,67.08,14.42,29.02,194.38,30.15,58.01,17.89,16.44,81.58,21.47,#N/A N/A,40.22,222.79,31.58,76.10,272.71,95.49,19.52
2021-01-29,41.16,10.75,30.23,167.11,5.00,159.26,102.15,21.95,143.95,739.96,10.31,59.15,13.55,28.25,187.12,33.67,56.63,17.12,15.74,81.58,21.11,#N/A N/A,39.00,227.62,37.75,73.58,268.67,92.93,18.76
2021-02-05,42.89,11.33,30.94,171.70,5.35,162.26,101.80,22.75,145.56,754.29,11.37,62.77,14.20,28.81,211.48,32.40,59.09,17.97,16.96,84.08,21.88,#N/A N/A,40.50,229.34,34.44,79.02,273.86,96.75,20.41
2021-02-12,43.46,11.91,32.48,173.06,5.60,164.46,106.54,22.73,140.06,709.81,11.68,61.46,14.90,28.99,214.40,33.17,60.29,18.69,18.60,82.22,22.50,#N/A N/A,42.30,231.86,43.78,82.10,263.94,109.26,21.50
2021-02-19,42.81,12.55,31.33,166.24,6.45,165.80,105.13,21.74,136.45,680.22,11.59,62.02,16.74,27.52,214.57,32.17,57.98,18.54,18.16,82.95,21.86,#N/A N/A,42.25,234.70,43.50,83.71,261.77,109.43,22.10
2021-02-26,40.96,12.91,31.14,159.69,6.98,155.75,104.15,21.98,134.73,648.34,11.96,56.23,16.59,27.16,195.00,34.79,63.46,18.43,17.89,83.90,21.59,#N/A N/A,43.84,233.94,37.57,76.25,255.13,112.92,22.83
2021-03-05,41.85,13.35,29.78,158.35,6.77,150.15,102.69,21.00,132.00,610.56,12.67,53.08,15.80,26.52,173.74,35.79,64.52,18.70,18.33,82.26,21.24,#N/A N/A,42.60,235.05,34.76,69.90,242.19,111.17,22.95
2021-03-12,43.73,13.96,32.20,163.50,6.97,158.68,106.61,21.91,134.19,668.00,14.76,59.08,17.23,28.13,188.48,36.87,69.05,19.15,19.31,87.15,21.94,#N/A N/A,44.20,243.05,37.69,75.59,261.02,117.85,24.39
2021-03-19,42.04,13.00,32.08,165.89,6.74,165.62,107.02,21.25,133.51,653.06,11.64,52.22,17.82,28.29,178.24,35.80,66.64,18.76,18.16,84.41,20.93,#N/A N/A,42.48,233.46,41.00,73.93,266.07,116.69,24.87
2021-03-26,43.82,12.68,33.93,168.98,6.41,173.29,113.05,21.04,142.91,683.63,11.49,54.64,17.19,28.22,176.77,37.28,68.00,18.95,18.32,86.38,21.35,#N/A N/A,44.39,244.59,46.08,71.58,282.57,114.67,25.25
2021-04-02,44.05,13.00,34.23,169.72,6.22,174.46,111.26,20.84,143.25,678.00,11.49,54.74,17.11,28.20,186.55,37.30,67.28,18.70,18.56,88.21,21.66,#N/A N/A,45.20,251.94,46.26,71.00,281.18,115.20,24.78
2021-04-09,43.32,12.92,34.19,168.40,6.33,175.24,112.33,21.16,141.26,687.46,11.45,53.65,17.34,27.91,188.99,37.66,66.78,19.00,18.92,89.40,21.63,#N/A N/A,45.24,257.88,49.90,68.97,275.69,115.91,24.84
2021-04-16,43.81,13.56,34.63,175.65,5.72,179.62,116.05,21.49,145.96,708.14,13.36,54.60,17.48,28.50,184.94,38.04,67.44,19.86,21.10,91.67,22.14,#N/A N/A,45.74,266.80,44.99,68.85,288.33,117.12,25.51
2021-04-23,45.72,13.59,35.66,179.35,5.93,187.18,118.71,21.51,149.04,718.11,13.48,56.62,17.29,28.85,181.96,40.32,67.03,19.65,21.14,94.85,22.64,#N/A N/A,47.19,276.77,43.48,66.99,296.49,116.92,25.53
2021-04-30,45.21,13.63,37.04,181.10,6.55,189.06,120.48,21.43,154.31,720.76,13.33,52.40,18.16,29.37,183.13,40.12,68.54,21.10,20.99,96.06,22.05,#N/A N/A,46.42,281.16,45.06,70.71,299.72,121.74,25.82
2021-05-07,45.78,13.53,37.41,178.14,6.78,183.32,122.69,21.18,151.18,713.45,14.38,47.99,17.58,28.29,184.73,41.30,67.79,21.07,22.29,95.97,21.48,#N/A N/A,48.54,277.27,43.26,70.58,290.91,124.94,25.18
2021-05-14,46.72,13.08,37.31,173.83,5.58,181.11,122.27,20.05,148.88,722.02,13.57,48.30,17.33,27.73,175.41,42.50,66.75,20.30,24.02,95.89,20.82,#N/A N/A,45.13,273.45,39.13,69.68,288.62,122.18,24.86
2021-05-21,45.99,13.02,37.25,174.60,5.98,185.55,122.91,20.63,150.90,725.22,12.63,49.83,16.94,27.78,173.01,42.99,69.01,20.69,24.33,96.99,21.00,#N/A N/A,44.92,276.73,38.90,69.17,290.93,122.38,24.87
2021-05-28,47.16,13.27,38.07,178.26,6.15,189.50,125.38,20.73,151.56,736.72,12.43,49.21,17.17,27.41,180.23,43.54,70.21,21.38,23.13,99.44,21.17,#N/A N/A,46.35,282.48,45.85,70.10,298.12,128.49,25.39
2021-06-04,48.25,13.26,38.51,184.09,6.04,196.71,129.18,21.14,155.18,785.39,13.14,48.45,17.48,27.77,181.27,45.67,71.95,21.72,23.93,103.30,21.10,#N/A N/A,48.43,288.71,44.54,71.10,312.73,132.27,25.68
2021-06-11,48.76,13.74,39.27,193.42,6.58,194.34,135.26,21.76,162.20,816.04,13.01,53.82,17.91,29.25,191.73,46.28,73.34,22.31,24.83,107.47,21.76,#N/A N/A,49.76,295.81,42.83,76.97,317.34,134.23,26.77
2021-06-18,47.90,13.85,38.45,182.68,6.05,194.24,132.61,21.23,154.20,822.77,12.12,54.93,17.14,27.95,184.37,44.25,70.68,22.17,24.33,105.92,19.82,#N/A N/A,47.07,298.36,37.48,76.43,318.44,125.33,25.29
2021-06-25,48.20,13.94,39.63,184.67,5.92,196.53,135.22,21.63,152.21,783.40,12.45,57.26,17.57,28.01,195.24,43.16,72.36,22.57,25.12,108.40,20.50,#N/A N/A,47.88,304.75,40.55,81.27,319.10,131.07,26.94
2021-07-02,47.71,13.16,39.33,183.99,6.11,196.99,134.23,21.23,150.27,800.50,12.23,56.47,17.25,26.94,199.15,42.77,69.49,21.69,23.77,109.25,20.60,#N/A N/A,47.02,302.72,39.89,79.52,322.84,129.63,26.21
2021-07-09,49.26,13.52,41.24,190.55,5.82,201.72,141.18,21.55,155.76,820.32,12.46,56.21,17.11,27.26,203.98,43.74,70.75,21.42,23.38,114.00,20.50,#N/A N/A,47.67,311.68,40.02,84.01,329.33,129.69,26.26
2021-07-16,50.51,13.31,41.66,193.61,5.41,203.11,144.02,21.83,157.32,831.47,12.37,53.97,15.98,27.95,209.04,43.32,70.38,21.26,23.95,113.84,20.62,#N/A N/A,48.44,313.94,39.29,83.08,334.11,124.50,25.58
2021-07-23,50.32,13.17,42.03,196.94,5.23,193.45,147.23,21.89,154.86,833.48,12.53,56.99,15.78,29.04,212.35,43.42,69.11,21.18,23.68,115.93,21.00,#N/A N/A,49.54,313.80,38.25,87.35,337.04,124.15,25.74
2021-07-30,50.31,13.00,42.00,201.34,5.10,193.09,149.39,22.70,154.16,820.41,12.60,56.80,15.93,28.59,214.99,43.76,69.27,21.31,23.32,117.36,21.03,#N/A N/A,48.87,312.48,37.47,90.32,340.99,126.52,26.03
2021-08-06,49.70,13.20,42.01,208.06,5.39,194.80,147.87,22.65,157.08,820.15,12.49,57.92,16.14,28.64,228.45,44.97,66.89,21.38,23.78,120.27,20.31,#N/A N/A,48.42,304.73,36.86,93.72,347.01,135.20,25.68
2021-08-13,48.74,13.50,40.96,205.50,5.23,194.78,146.00,21.99,159.10,814.09,11.72,58.48,15.91,29.40,233.30,46.10,66.60,20.92,23.86,119.98,20.13,#N/A N/A,47.96,314.67,42.35,89.97,353.81,133.67,25.93
2021-08-20,48.98,13.03,41.09,207.06,4.77,198.05,146.70,21.82,162.77,835.63,11.98,57.08,15.16,29.52,233.88,45.67,64.98,20.59,23.32,121.34,19.91,30.00,46.93,324.28,40.00,89.69,362.16,128.77,25.34
2021-08-27,50.65,13.38,40.42,204.90,5.15,190.97,146.76,21.20,160.11,824.81,12.15,58.89,16.42,29.69,240.51,46.37,66.01,21.28,23.49,122.28,20.08,29.75,47.12,317.69,42.00,89.38,352.83,133.69,25.90
2021-09-03,51.99,13.65,42.51,208.42,5.07,198.50,153.44,21.72,167.60,882.83,12.54,60.00,16.17,31.28,252.08,49.38,66.58,21.72,23.86,129.09,21.65,30.00,47.47,330.76,45.36,84.83,366.48,135.75,25.67
2021-09-10,49.88,12.98,40.61,199.69,5.03,188.36,149.83,20.62,155.37,844.00,12.46,55.45,15.99,30.09,234.99,47.02,63.62,21.01,22.34,125.75,21.06,30.00,45.25,323.23,44.50,79.77,352.82,127.90,24.48
2021-09-17,48.71,13.19,39.53,193.87,4.93,188.54,148.35,20.87,156.80,872.58,12.47,57.00,16.26,30.64,232.74,44.90,65.24,21.11,22.46,121.62,20.07,30.00,44.70,311.04,47.50,80.60,352.70,131.27,24.79
2021-09-24,49.81,13.45,39.40,195.39,5.11,182.07,149.75,20.97,152.72,834.68,12.77,57.30,16.96,29.95,244.88,44.27,69.00,21.61,22.10,117.46,20.72,29.00,44.16,303.88,51.69,76.46,344.93,133.85,25.40
2021-10-01,49.31,13.54,38.58,194.03,5.06,173.02,149.54,20.86,145.06,789.32,11.95,54.84,16.77,29.95,234.18,43.97,67.51,21.29,22.84,115.56,20.24,29.65,44.47,297.20,49.97,72.68,333.57,133.14,25.03
2021-10-08,50.11,13.54,38.20,192.44,4.72,169.82,150.81,21.15,140.66,750.96,11.15,54.16,16.46,31.71,232.53,42.63,68.28,21.69,22.76,117.61,19.72,31.85,44.21,299.72,59.00,71.84,329.86,132.08,24.95
2021-10-15,51.62,13.58,39.10,201.65,4.90,168.85,156.91,21.69,147.54,781.39,11.78,58.44,16.78,33.46,239.05,44.88,69.70,22.00,23.05,124.95,20.84,31.00,45.97,319.42,52.48,74.55,326.90,140.22,25.51
2021-10-22,51.27,13.35,40.37,208.24,4.85,179.12,159.05,21.28,156.89,821.02,12.11,59.82,16.89,32.96,259.71,46.00,69.36,22.29,23.09,128.03,20.62,31.03,46.15,326.33,52.95,75.69,345.62,145.14,25.80
2021-10-29,53.72,13.71,40.60,204.14,5.08,180.30,163.10,21.03,157.81,837.07,11.24,60.40,16.83,33.39,263.09,45.64,67.38,21.71,22.14,133.81,21.33,30.85,45.36,332.18,48.90,74.70,345.33,146.58,25.47
2021-11-05,54.03,15.55,39.87,206.22,5.64,180.13,161.38,21.21,155.47,781.92,12.39,63.25,18.37,33.55,274.42,47.65,70.90,21.83,25.64,130.21,21.09,28.50,46.81,322.88,51.16,75.75,344.21,170.50,26.04
2021-11-12,53.42,14.88,39.93,205.55,5.20,180.78,165.65,21.39,156.32,775.39,12.57,64.08,17.87,34.25,279.52,47.55,71.34,21.62,26.93,131.56,21.39,29.20,46.11,329.18,63.46,73.80,343.77,164.80,26.10
2021-11-19,53.34,14.70,39.97,206.60,4.95,183.74,166.25,21.26,165.58,788.53,12.40,62.68,17.05,34.40,275.28,46.61,69.62,21.46,28.16,134.60,21.67,30.00,46.66,331.74,59.53,71.13,344.99,166.74,25.91
2021-11-26,52.03,14.37,40.48,204.45,4.74,183.50,166.98,21.13,164.76,793.84,11.85,57.10,16.43,34.24,266.46,46.69,66.24,21.19,28.14,131.90,21.61,29.06,45.55,327.02,56.24,70.69,351.05,160.48,25.67
2021-12-03,52.17,14.22,40.84,202.66,4.45,184.86,167.28,21.33,165.28,794.03,11.55,56.38,15.45,33.99,252.50,47.09,65.70,20.77,28.70,135.75,21.36,27.50,43.89,335.34,55.14,71.64,348.69,149.19,25.09
2021-12-10,54.43,14.83,41.45,211.94,4.77,193.21,173.69,22.05,167.10,797.89,11.86,56.06,16.63,33.79,255.26,48.42,67.51,21.06,30.65,140.06,21.84,27.29,45.44,348.00,63.10,71.52,358.93,152.42,24.56
2021-12-17,55.69,14.40,41.62,215.37,4.47,201.34,171.61,22.29,171.54,822.26,11.85,51.93,15.71,33.52,241.27,51.25,66.12,20.65,30.81,145.47,22.27,28.00,45.75,361.74,53.29,71.91,375.88,150.73,23.29
2021-12-24,55.72,15.14,42.47,217.63,4.95,199.39,173.49,22.52,169.81,818.76,11.92,53.15,17.35,33.25,250.91,51.30,66.26,21.26,31.65,146.86,22.66,28.25,46.36,362.45,62.50,76.08,374.28,155.46,24.82
2021-12-31,57.29,15.22,43.61,222.96,5.10,208.74,178.68,22.92,176.87,845.84,11.95,53.12,17.39,33.39,262.91,52.33,66.46,20.83,33.76,153.18,23.63,28.68,48.07,374.56,68.89,79.85,389.02,159.77,24.30
2022-01-07,55.43,14.97,41.39,209.00,5.32,194.73,166.89,23.06,161.06,774.94,11.68,49.00,18.21,33.10,222.58,46.79,71.05,21.68,32.07,139.11,23.25,27.10,47.93,355.91,69.41,70.63,347.91,161.27,24.87
2022-01-14,55.61,14.28,41.75,210.28,5.63,184.15,165.59,22.67,155.88,746.76,12.18,46.19,17.94,32.78,209.88,44.77,69.91,22.18,33.03,138.80,24.13,27.05,46.84,361.79,78.32,70.60,326.27,155.70,25.36
2022-01-21,51.86,13.63,39.37,196.58,5.17,182.25,157.68,21.17,154.95,721.58,11.36,38.78,17.04,31.57,188.10,43.35,63.96,21.32,30.12,134.16,22.90,26.35,43.61,353.35,67.12,61.82,312.34,146.96,24.05
2022-01-28,51.57,13.66,38.32,189.56,5.11,180.68,158.33,20.90,148.88,707.56,11.00,37.25,16.78,32.08,186.96,45.00,63.05,21.27,29.48,134.33,22.25,24.90,43.40,360.57,61.88,58.85,317.76,146.40,24.07
2022-02-04,51.27,13.54,39.35,190.61,5.40,180.30,166.24,20.41,145.16,702.15,11.12,40.89,17.46,31.78,192.70,45.64,66.50,21.09,29.89,135.19,21.90,25.70,43.07,362.85,63.44,60.71,321.55,145.18,24.42
2022-02-11,50.31,13.76,38.77,185.65,5.92,168.88,165.94,20.57,136.29,671.52,11.05,39.88,18.06,30.76,188.87,44.43,67.72,20.88,30.55,133.39,21.67,24.75,42.60,358.17,62.52,64.55,312.01,141.83,24.26
2022-02-18,50.83,14.25,37.74,185.61,6.16,162.34,161.90,20.63,135.20,692.94,11.46,44.14,19.11,30.33,183.10,43.01,70.81,21.15,29.50,126.75,20.50,24.44,43.05,343.56,53.97,61.24,290.82,140.95,24.29
2022-02-25,54.24,14.66,38.69,193.68,6.20,167.58,168.09,20.60,137.90,715.74,11.83,46.56,18.75,31.04,190.51,48.67,71.27,21.44,30.67,130.18,20.78,23.90,43.05,362.70,48.18,61.59,306.87,139.70,23.95
